"CIE10","DESCRIPCION DIAGNOSTICO","GENERO","NÚMERO DE INCAPACIDADES","DIAS TOTALES INCAPACIDAD","PROMEDIO DIAS POR INCAPACIDAD","PERIODO DE CONSULTA"
"K046","ABSCESO PERIAPICAL CON FISTULA","M","1","4","4","01/07/2019-31/12/2020"
"K062","LESIONES DE LA ENCIA Y DE LA ZONA EDENTULA ASOCIADAS CON TRAUMATISMO","M","2","8","4","01/07/2019-31/12/2020"
"K070","ANOMALIAS EVIDENTES DEL TAMAÑO DE LOS MAXILARES","M","2","40","20","01/07/2019-31/12/2020"
"K075","ANOMALIAS DENTOFACIALES FUNCIONALES","M","1","20","20","01/07/2019-31/12/2020"
"K083","RAIZ DENTAL RETENIDA","M","14","39","3","01/07/2019-31/12/2020"
"K112","SIALADENITIS","M","1","2","2","01/07/2019-31/12/2020"
"K122","CELULITIS Y ABSCESO DE BOCA","M","3","20","7","01/07/2019-31/12/2020"
"K20X","ESOFAGITIS","M","1","7","7","01/07/2019-31/12/2020"
"K219","ENFERMEDAD DEL REFLUJO GASTROESOFAGICO SIN ESOFAGITIS","M","1","1","1","01/07/2019-31/12/2020"
"K291","OTRAS GASTRITIS AGUDAS","M","2","2","1","01/07/2019-31/12/2020"
"K295","GASTRITIS CRONICA, NO ESPECIFICADA","M","1","1","1","01/07/2019-31/12/2020"
"K297","GASTRITIS, NO ESPECIFICADA","M","5","7","1","01/07/2019-31/12/2020"
"K350","APENDICITIS AGUDA CON PERITONITIS GENERALIZADA","M","5","56","11","01/07/2019-31/12/2020"
"K351","APENDICITIS AGUDA CON ABSCESO PERITONEAL","M","5","75","15","01/07/2019-31/12/2020"
"K359","APENDICITIS AGUDA, NO ESPECIFICADA","M","58","680","12","01/07/2019-31/12/2020"
"K37X","APENDICITIS, NO ESPECIFICADA","M","8","86","11","01/07/2019-31/12/2020"
"K401","HERNIA INGUINAL BILATERAL CON GANGRENA","M","1","30","30","01/07/2019-31/12/2020"
"K402","HERNIA INGUINAL BILATERAL, SIN OBSTRUCCION NI GANGRENA","M","11","222","20","01/07/2019-31/12/2020"
"K403","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA","M","1","14","14","01/07/2019-31/12/2020"
"K409","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCION NI GANGRENA","M","59","754","13","01/07/2019-31/12/2020"
"K419","HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA","M","2","17","9","01/07/2019-31/12/2020"
"K420","HERNIA UMBILICAL CON OBSTRUCCION, SIN GANGRENA","M","2","20","10","01/07/2019-31/12/2020"
"K429","HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA","M","40","521","13","01/07/2019-31/12/2020"
"K431","HERNIA VENTRAL CON GANGRENA","M","1","10","10","01/07/2019-31/12/2020"
"K439","HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA","M","11","136","12","01/07/2019-31/12/2020"
"K458","OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, SIN OBSTRUCCION NI GANGRENA","M","1","10","10","01/07/2019-31/12/2020"
"K469","HERNIA ABDOMINAL NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA","M","2","30","15","01/07/2019-31/12/2020"
"K560","ILEO PARALITICO","M","1","4","4","01/07/2019-31/12/2020"
"K564","OTRAS OBSTRUCCIONES DEL INTESTINO","M","1","30","30","01/07/2019-31/12/2020"
"K566","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS","M","1","30","30","01/07/2019-31/12/2020"
"K579","ENFERMEDAD DIVERTICULAR DEL INTESTINO, PARTE NO ESPECIFICADA, SIN PERFORACION NI ABSCESO","M","1","15","15","01/07/2019-31/12/2020"
"K589","SINDROME DEL COLON IRRITABLE SIN DIARREA","M","2","22","11","01/07/2019-31/12/2020"
"K590","ESTREÑIMIENTO","M","3","6","2","01/07/2019-31/12/2020"
"K598","OTROS TRASTORNOS FUNCIONALES ESPECIFICADOS DEL INTESTINO","M","1","3","3","01/07/2019-31/12/2020"
"K600","FISURA ANAL AGUDA","M","1","3","3","01/07/2019-31/12/2020"
"K603","FISURA ANAL","M","1","4","4","01/07/2019-31/12/2020"
"K605","FISTULA ANORRECTAL","M","1","5","5","01/07/2019-31/12/2020"
"K610","ABSCESO ANAL","M","5","43","9","01/07/2019-31/12/2020"
"K611","ABSCESO RECTAL","M","2","6","3","01/07/2019-31/12/2020"
"K612","ABSCESO ANORRECTAL","M","1","5","5","01/07/2019-31/12/2020"
"K631","PERFORACION DEL INTESTINO (NO TRAUMATICA)","M","1","30","30","01/07/2019-31/12/2020"
"K659","PERITONITIS, NO ESPECIFICADA","M","2","30","15","01/07/2019-31/12/2020"
"K745","CIRROSIS BILIAR, NO ESPECIFICADA","M","1","15","15","01/07/2019-31/12/2020"
"K746","OTRAS CIRROSIS DEL HIGADO Y LA NO ESPECIFICADAS","M","1","30","30","01/07/2019-31/12/2020"
"K750","ABSCESO DEL HIGADO","M","1","30","30","01/07/2019-31/12/2020"
"K752","HEPATITIS REACTIVA NO ESPECIFICA","M","1","3","3","01/07/2019-31/12/2020"
"K760","DEGENERACION GRASA DEL HIGADO, NO CLASIFICADA EN OTRA PARTE","M","1","3","3","01/07/2019-31/12/2020"
"K800","CALCULO DE LA VESICULA BILIAR CON COLECISTITIS AGUDA","M","4","49","12","01/07/2019-31/12/2020"
"K801","CALCULO DE LA VESICULA BILIAR CON OTRA COLECISTITIS","M","1","15","15","01/07/2019-31/12/2020"
"K802","CALCULO DE LA VESICULA BILIAR SIN COLECISTITIS","M","3","38","13","01/07/2019-31/12/2020"
"K803","CALCULO DE CONDUCTO BILIAR CON COLANGITIS","M","1","30","30","01/07/2019-31/12/2020"
"K808","OTRAS COLELITIASIS","M","6","49","8","01/07/2019-31/12/2020"
"K810","COLECISTITIS AGUDA","M","2","17","9","01/07/2019-31/12/2020"
"K85X","PANCREATITIS AGUDA","M","2","13","7","01/07/2019-31/12/2020"
"K922","HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA","M","4","17","4","01/07/2019-31/12/2020"
"L020","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE LA CARA","M","2","18","9","01/07/2019-31/12/2020"
"L022","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DEL TRONCO","M","2","8","4","01/07/2019-31/12/2020"
"L023","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE GLUTEOS","M","4","26","7","01/07/2019-31/12/2020"
"L024","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE MIEMBRO","M","1","21","21","01/07/2019-31/12/2020"
"L028","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE OTROS SITIOS","M","1","5","5","01/07/2019-31/12/2020"
"L029","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO","M","1","16","16","01/07/2019-31/12/2020"
"L030","CELULITIS DE LOS DEDOS DE LA MANO Y DEL PIE","M","6","82","14","01/07/2019-31/12/2020"
"L031","CELULITIS DE OTRAS PARTES DE LOS MIEMBROS","M","7","76","11","01/07/2019-31/12/2020"
"L032","CELULITIS DE LA CARA","M","1","3","3","01/07/2019-31/12/2020"
"L038","CELULITIS DE OTROS SITIOS","M","3","46","15","01/07/2019-31/12/2020"
"L039","CELULITIS DE SITIO NO ESPECIFICADO","M","8","33","4","01/07/2019-31/12/2020"
"L048","LINFADENITIS AGUDA DE OTROS SITIOS","M","1","3","3","01/07/2019-31/12/2020"
"L049","LINFADENITIS AGUDA DE SITIO NO ESPECIFICADO","M","1","16","16","01/07/2019-31/12/2020"
"L050","QUISTE PILONIDAL CON ABSCESO","M","1","3","3","01/07/2019-31/12/2020"
"L080","PIODERMA","M","1","1","1","01/07/2019-31/12/2020"
"L089","INFECCION LOCAL DE LA PIEL Y DEL TEJIDO SUBCUTANEO, NO ESPECIFICADA","M","5","52","10","01/07/2019-31/12/2020"
"L208","OTRAS DERMATITIS ATOPICAS","M","1","3","3","01/07/2019-31/12/2020"
"L235","DERMATITIS ALERGICA DE CONTACTO DEBIDA A OTROS PRODUCTOS QUIMICOS","M","1","2","2","01/07/2019-31/12/2020"
"L500","URTICARIA ALERGICA","M","1","3","3","01/07/2019-31/12/2020"
"L509","URTICARIA, NO ESPECIFICADA","M","1","5","5","01/07/2019-31/12/2020"
"L600","UÑA ENCARNADA","M","3","14","5","01/07/2019-31/12/2020"
"L602","ONICOGRIPOSIS","M","1","3","3","01/07/2019-31/12/2020"
"L720","QUISTE EPIDERMICO","M","1","3","3","01/07/2019-31/12/2020"
"L814","OTROS TIPOS DE HIPERPIGMENTACION MELANODERMICA","M","1","4","4","01/07/2019-31/12/2020"
"L89X","ULCERA DE DECUBITO","M","1","30","30","01/07/2019-31/12/2020"
"L97X","ULCERA DEL MIEMBRO INFERIOR, NO CLASIFICADA EN OTRA PARTE","M","3","60","20","01/07/2019-31/12/2020"
"L984","ULCERA CRONICA DE LA PIEL, NO CLASIFICADA EN OTRA PARTE","M","1","3","3","01/07/2019-31/12/2020"
"L989","TRASTORNO DE LA PIEL Y DEL TEJIDO SUBCUTANEO, NO ESPECIFICADO","M","2","10","5","01/07/2019-31/12/2020"
"M109","GOTA, NO ESPECIFICADA","M","2","6","3","01/07/2019-31/12/2020"
"M150","(OSTEO)ARTROSIS PRIMARIA GENERALIZADA","M","3","90","30","01/07/2019-31/12/2020"
"M154","(OSTEO)ARTROSIS EROSIVA","M","1","30","30","01/07/2019-31/12/2020"
"M160","COXARTROSIS PRIMARIA, BILATERAL","M","7","270","39","01/07/2019-31/12/2020"
"M161","OTRAS COXARTROSIS PRIMARIAS","M","6","180","30","01/07/2019-31/12/2020"
"M163","OTRAS COXARTROSIS DISPLASICAS","M","2","60","30","01/07/2019-31/12/2020"
"M167","OTRAS COXARTROSIS SECUNDARIAS","M","1","30","30","01/07/2019-31/12/2020"
"M170","GONARTROSIS PRIMARIA, BILATERAL","M","3","91","30","01/07/2019-31/12/2020"
"M171","OTRAS GONARTROSIS PRIMARIAS","M","8","240","30","01/07/2019-31/12/2020"
"M179","GONARTROSIS, NO ESPECIFICADA","M","3","58","19","01/07/2019-31/12/2020"
"M198","OTRAS ARTROSIS ESPECIFICADAS","M","1","15","15","01/07/2019-31/12/2020"
"M201","HALLUX VALGUS (ADQUIRIDO)","M","1","30","30","01/07/2019-31/12/2020"
"M203","OTRAS DEFORMIDADES DEL HALLUX (ADQUIRIDAS)","M","3","90","30","01/07/2019-31/12/2020"
"M206","DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE, NO ESPECIFICADAS","M","3","52","17","01/07/2019-31/12/2020"
"M210","DEFORMIDAD EN VALGO, NO CLASIFICADA EN OTRA PARTE","M","1","30","30","01/07/2019-31/12/2020"
"M211","DEFORMIDAD EN VARO, NO CLASIFICADA EN OTRA","M","3","150","50","01/07/2019-31/12/2020"
"M223","OTROS DESARREGLOS DE LA ROTULA","M","1","30","30","01/07/2019-31/12/2020"
"M224","CONDROMALACIA DE LA ROTULA","M","2","45","23","01/07/2019-31/12/2020"
"M232","TRASTORNO DEL MENISCO DEBIDO A DESGARRO O LESION ANTIGUA","M","1","5","5","01/07/2019-31/12/2020"
"M233","OTROS TRASTORNOS DE LOS MENISCOS","M","4","76","19","01/07/2019-31/12/2020"
"M235","INESTABILIDAD CRONICA DE LA RODILLA","M","12","228","19","01/07/2019-31/12/2020"
"M238","OTROS TRASTORNOS INTERNOS DE LA RODILLA","M","3","23","8","01/07/2019-31/12/2020"
"M239","TRASTORNOS INTERNO DE LA RODILLA, NO ESPECIFICADO","M","3","46","15","01/07/2019-31/12/2020"
"M255","DOLOR EN ARTICULACION","M","3","39","13","01/07/2019-31/12/2020"
"M480","ESTENOSIS ESPINAL","M","1","7","7","01/07/2019-31/12/2020"
"M541","RADICULOPATIA","M","1","30","30","01/07/2019-31/12/2020"
"M542","CERVICALGIA","M","2","17","9","01/07/2019-31/12/2020"
"M544","LUMBAGO CON CIATICA","M","38","300","8","01/07/2019-31/12/2020"
"M545","LUMBAGO NO ESPECIFICADO","M","53","232","4","01/07/2019-31/12/2020"
"M549","DORSALGIA, NO ESPECIFICADA","M","3","7","2","01/07/2019-31/12/2020"
"M608","OTRAS MIOSITIS","M","1","5","5","01/07/2019-31/12/2020"
"M621","OTROS DESGARROS (NO TRAUMATICOS) DEL MUSCULO","M","1","5","5","01/07/2019-31/12/2020"
"M624","CONTRACTURA MUSCULAR","M","2","3","2","01/07/2019-31/12/2020"
"M653","DEDO EN GATILLO","M","1","15","15","01/07/2019-31/12/2020"
"M662","RUPTURA ESPONTANEA DE TENDONES EXTENSORES","M","1","30","30","01/07/2019-31/12/2020"
"M674","GANGLION","M","2","17","9","01/07/2019-31/12/2020"
"M678","OTROS TRASTORNOS ESPECIFICADOS DE LA SINOVIA Y DEL TENDON","M","1","7","7","01/07/2019-31/12/2020"
"M705","OTRAS BURSITIS DE LA RODILLA","M","1","15","15","01/07/2019-31/12/2020"
"M706","BURSITIS DEL TROCANTER","M","1","2","2","01/07/2019-31/12/2020"
"M712","QUISTE SINOVIAL DEL HUECO POPLITEO [DE BAKER]","M","1","15","15","01/07/2019-31/12/2020"
"M720","FIBROMATOSIS DE LA APONEUROSIS PALMAR [DUPUYTREN]","M","1","30","30","01/07/2019-31/12/2020"
"M725","FASCITIS, NO CLASIFICADA EN OTRA PARTE","M","1","2","2","01/07/2019-31/12/2020"
"M750","CAPSULITIS ADHESIVA DEL HOMBRO","M","1","30","30","01/07/2019-31/12/2020"
"M753","TENDINITIS CALCIFICANTE DEL HOMBRO","M","1","26","26","01/07/2019-31/12/2020"
"M755","BURSITIS DEL HOMBRO","M","6","135","23","01/07/2019-31/12/2020"
"M758","OTRAS LESIONES DEL HOMBRO","M","1","5","5","01/07/2019-31/12/2020"
"M759","LESIONES DEL HOMBRO, NO ESPECIFICADA","M","1","15","15","01/07/2019-31/12/2020"
"M766","TENDINITIS AQUILIANA","M","2","10","5","01/07/2019-31/12/2020"
"M791","MIALGIA","M","1","5","5","01/07/2019-31/12/2020"
"M795","CUERPO EXTRAÑO RESIDUAL EN TEJIDO BLANDO","M","4","19","5","01/07/2019-31/12/2020"
"M796","DOLOR EN MIEMBRO","M","9","42","5","01/07/2019-31/12/2020"
"M799","TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO","M","3","47","16","01/07/2019-31/12/2020"
"M853","OSTEITIS CONDENSANTE","M","2","93","47","01/07/2019-31/12/2020"
"M862","OSTEOMIELITIS SUBAGUDA","M","1","7","7","01/07/2019-31/12/2020"
"M925","OSTEOCONDROSIS JUVENIL DE LA TIBIA Y DEL PERONE","M","1","90","90","01/07/2019-31/12/2020"
"M940","SINDROME DE LA ARTICULACION CONDROCOSTAL [TIETZE]","M","1","1","1","01/07/2019-31/12/2020"
"M950","DEFORMIDAD ADQUIRIDA DE LA NARIZ","M","4","63","16","01/07/2019-31/12/2020"
"N049","SINDROME NEFROTICO: NO ESPECIFICADA","M","1","1","1","01/07/2019-31/12/2020"
"N130","HIDRONEFROSIS CON OBSTRUCCION DE LA UNION URETERO-PELVICA","M","3","13","4","01/07/2019-31/12/2020"
"N131","HIDRONEFROSIS CON ESTRECHEZ URETERAL, NO CLASIFICADA EN OTRA PARTE","M","1","14","14","01/07/2019-31/12/2020"
"N133","OTRAS HIDRONEFROSIS Y LAS NO ESPECIFICADAS","M","1","12","12","01/07/2019-31/12/2020"
"N200","CALCULO DEL RIÑON","M","33","147","4","01/07/2019-31/12/2020"
"N201","CALCULO DEL URETER","M","24","100","4","01/07/2019-31/12/2020"
"N202","CALCULO DEL RIÑON CON CALCULO DEL URETER","M","3","20","7","01/07/2019-31/12/2020"
"N209","CALCULO URINARIO, NO ESPECIFICADO","M","6","24","4","01/07/2019-31/12/2020"
"N210","CALCULO EN LA VEJIGA","M","3","14","5","01/07/2019-31/12/2020"
"N219","CALCULO DE LAS VIAS URINARIAS INFERIORES, NO ESPECIFICADO","M","1","3","3","01/07/2019-31/12/2020"
"N228","CALCULO DE LAS VIAS URINARIAS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE","M","1","3","3","01/07/2019-31/12/2020"
"N23X","COLICO RENAL, NO ESPECIFICADO","M","54","206","4","01/07/2019-31/12/2020"
"N288","OTROS TRASTORNOS ESPECIFICADOS DEL RIÑON Y DEL URETER","M","1","15","15","01/07/2019-31/12/2020"
"N308","OTRAS CISTITIS","M","1","3","3","01/07/2019-31/12/2020"
"N341","URETRITIS NO ESPECIFICADA","M","1","1","1","01/07/2019-31/12/2020"
"N390","INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO","M","17","103","6","01/07/2019-31/12/2020"
"N40X","HIPERPLASIA DE LA PROSTATA","M","28","512","18","01/07/2019-31/12/2020"
"N433","HIDROCELE, NO ESPECIFICADO","M","17","173","10","01/07/2019-31/12/2020"
"N434","ESPERMATOCELE","M","9","71","8","01/07/2019-31/12/2020"
"N44X","TORSION DEL TESTICULO","M","13","117","9","01/07/2019-31/12/2020"
"N450","ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS CON ABSCESO","M","3","30","10","01/07/2019-31/12/2020"
"N459","ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS SIN ABSCESO","M","9","54","6","01/07/2019-31/12/2020"
"N46X","ESTERILIDAD EN EL VARON","M","3","6","2","01/07/2019-31/12/2020"
"N47X","PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS","M","18","133","7","01/07/2019-31/12/2020"
"N492","TRASTORNOS INFLAMATORIOS DEL ESCROTO","M","1","3","3","01/07/2019-31/12/2020"
"N501","TRASTORNOS VASCULARES DE LOS ORGANOS GENITALES MASCULINOS","M","42","356","8","01/07/2019-31/12/2020"
"N508","OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS","M","4","21","5","01/07/2019-31/12/2020"
"N511","TRASTORNO DEL TESTICULO Y DEL EPIDIDIMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","M","9","38","4","01/07/2019-31/12/2020"
"N512","BALANITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","M","2","15","8","01/07/2019-31/12/2020"
"N609","DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACION","M","1","20","20","01/07/2019-31/12/2020"
"N62X","HIPERTROFIA DE LA MAMA","M","1","3","3","01/07/2019-31/12/2020"
"O200","AMENAZA DE ABORTO","M","1","15","15","01/07/2019-31/12/2020"
"Q361","LABIO LEPORINO, LINEA MEDIA","M","1","4","4","01/07/2019-31/12/2020"
"Q381","ANQUILOGLOSIA","M","6","10","2","01/07/2019-31/12/2020"
"Q530","ECTOPIA TESTICULAR","M","1","8","8","01/07/2019-31/12/2020"
"Q531","TESTICULO NO DESCENDIDO, UNILATERAL","M","2","11","6","01/07/2019-31/12/2020"
"Q603","HIPOPLASIA RENAL, UNILATERAL","M","1","1","1","01/07/2019-31/12/2020"
"Q684","CURVATURA CONGENITA DE LA TIBIA Y EL PERONE","M","1","15","15","01/07/2019-31/12/2020"
"R002","PALPITACIONES","M","2","5","3","01/07/2019-31/12/2020"
"R010","SOPLOS CARDIACOS BENIGNOS O INOCENTES","M","1","1","1","01/07/2019-31/12/2020"
"R040","EPISTAXIS","M","13","63","5","01/07/2019-31/12/2020"
"R05X","TOS","M","1","8","8","01/07/2019-31/12/2020"
"R060","DISNEA","M","4","21","5","01/07/2019-31/12/2020"
"R072","DOLOR PRECORDIAL","M","1","5","5","01/07/2019-31/12/2020"
"R073","OTROS DOLORES EN EL PECHO","M","9","22","2","01/07/2019-31/12/2020"
"R074","DOLOR EN EL PECHO, NO ESPECIFICADO","M","10","32","3","01/07/2019-31/12/2020"
"R100","ABDOMEN AGUDO","M","1","15","15","01/07/2019-31/12/2020"
"R101","DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR","M","5","21","4","01/07/2019-31/12/2020"
"R103","DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN","M","6","12","2","01/07/2019-31/12/2020"
"R104","OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS","M","63","178","3","01/07/2019-31/12/2020"
"R11X","NAUSEA Y VOMITO","M","9","18","2","01/07/2019-31/12/2020"
"R17X","ICTERICIA NO ESPECIFICADA","M","1","8","8","01/07/2019-31/12/2020"
"R221","TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO","M","1","5","5","01/07/2019-31/12/2020"
"R223","TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR","M","1","7","7","01/07/2019-31/12/2020"
"R224","TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR","M","2","18","9","01/07/2019-31/12/2020"
"R252","CALAMBRES Y ESPASMOS","M","1","3","3","01/07/2019-31/12/2020"
"R294","CHASQUIDO DE LA CADERA","M","4","105","26","01/07/2019-31/12/2020"
"R31X","HEMATURIA, NO ESPECIFICADA","M","1","3","3","01/07/2019-31/12/2020"
"R33X","RETENCION DE ORINA","M","3","13","4","01/07/2019-31/12/2020"
"R42X","MAREO Y DESVANECIMIENTO","M","9","30","3","01/07/2019-31/12/2020"
"R456","VIOLENCIA FISICA","M","1","2","2","01/07/2019-31/12/2020"
"R482","APRAXIA","M","3","90","30","01/07/2019-31/12/2020"
"R500","FIEBRE CON ESCALOFRIO","M","2","17","9","01/07/2019-31/12/2020"
"R509","FIEBRE, NO ESPECIFICADA","M","323","1,084","3","01/07/2019-31/12/2020"
"R51X","CEFALEA","M","23","42","2","01/07/2019-31/12/2020"
"R520","DOLOR AGUDO","M","6","19","3","01/07/2019-31/12/2020"
"R522","OTRO DOLOR CRONICO","M","3","120","40","01/07/2019-31/12/2020"
"R529","DOLOR, NO ESPECIFICADO","M","5","14","3","01/07/2019-31/12/2020"
"R53X","MALESTAR Y FATIGA","M","3","5","2","01/07/2019-31/12/2020"
"R55X","SINCOPE Y COLAPSO","M","4","69","17","01/07/2019-31/12/2020"
"R568","OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS","M","2","7","4","01/07/2019-31/12/2020"
"R590","ADENOMEGALIA LOCALIZADA","M","1","10","10","01/07/2019-31/12/2020"
"R591","ADENOMEGALIA GENERALIZADA","M","1","10","10","01/07/2019-31/12/2020"
"R609","EDEMA, NO ESPECIFICADO","M","2","5","3","01/07/2019-31/12/2020"
"S001","CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR","M","3","7","2","01/07/2019-31/12/2020"
"S002","OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR","M","1","5","5","01/07/2019-31/12/2020"
"S003","TRAUMATISMO SUPERFICIAL DE LA NARIZ","M","1","3","3","01/07/2019-31/12/2020"
"S007","TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA","M","5","40","8","01/07/2019-31/12/2020"
"S008","TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA","M","1","3","3","01/07/2019-31/12/2020"
"S009","TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA","M","8","28","4","01/07/2019-31/12/2020"
"S010","HERIDA DEL CUERO CABELLUDO","M","2","12","6","01/07/2019-31/12/2020"
"S011","HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR","M","6","46","8","01/07/2019-31/12/2020"
"S014","HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR","M","2","5","3","01/07/2019-31/12/2020"
"S015","HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL","M","3","9","3","01/07/2019-31/12/2020"
"S018","HERIDA DE OTRAS PARTES DE LA CABEZA","M","6","21","4","01/07/2019-31/12/2020"
"S019","HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA","M","10","43","4","01/07/2019-31/12/2020"
"S022","FRACTURA DE LOS HUESOS DE LA NARIZ","M","10","73","7","01/07/2019-31/12/2020"
"S023","FRACTURA DEL SUELO DE LA ORBITA","M","5","78","16","01/07/2019-31/12/2020"
"S024","FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR","M","19","252","13","01/07/2019-31/12/2020"
"S025","FRACTURA DE LOS DIENTES","M","2","3","2","01/07/2019-31/12/2020"
"S026","FRACTURA DEL MAXILAR INFERIOR","M","10","130","13","01/07/2019-31/12/2020"
"S034","ESGUINCES Y TORCEDURAS DEL MAXILAR","M","1","4","4","01/07/2019-31/12/2020"
"S050","TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRAÑO","M","2","6","3","01/07/2019-31/12/2020"
"S051","CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO","M","1","4","4","01/07/2019-31/12/2020"
"S056","HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO","M","5","115","23","01/07/2019-31/12/2020"
"S058","OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA","M","4","9","2","01/07/2019-31/12/2020"
"S059","TRAUMATISMO DEL OJO Y DE LA ORBITA, NO ESPECIFICADO","M","3","5","2","01/07/2019-31/12/2020"
"S060","CONCUSION","M","23","334","15","01/07/2019-31/12/2020"
"S062","TRAUMATISMO CEREBRAL DIFUSO","M","1","5","5","01/07/2019-31/12/2020"
"S063","TRAUMATISMO CEREBRAL FOCAL","M","4","74","19","01/07/2019-31/12/2020"
"S064","HEMORRAGIA EPIDURAL","M","2","52","26","01/07/2019-31/12/2020"
"S069","TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO","M","5","17","3","01/07/2019-31/12/2020"
"S070","TRAUMATISMO POR APLASTAMIENTO DE LA CARA","M","1","3","3","01/07/2019-31/12/2020"
"S079","TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA, PARTE NO ESPECIFICADA","M","1","5","5","01/07/2019-31/12/2020"
"S097","TRAUMATISMOS MULTIPLES DE LA CABEZA","M","1","7","7","01/07/2019-31/12/2020"
"S098","OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS","M","1","4","4","01/07/2019-31/12/2020"
"S099","TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO","M","4","39","10","01/07/2019-31/12/2020"
"S117","HERIDAS MULTIPLES DEL CUELLO","M","1","10","10","01/07/2019-31/12/2020"
"S141","OTROS TRAUMATISMOS DE LA MEDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS","M","1","2","2","01/07/2019-31/12/2020"
"S143","TRAUMATISMO DE PLEXO BRAQUIAL","M","1","30","30","01/07/2019-31/12/2020"
"S178","TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL CUELLO","M","1","5","5","01/07/2019-31/12/2020"
"S202","CONTUSION DEL TORAX","M","31","348","11","01/07/2019-31/12/2020"
"S203","OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX","M","5","38","8","01/07/2019-31/12/2020"
"S204","OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX","M","3","13","4","01/07/2019-31/12/2020"
"S207","TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX","M","5","58","12","01/07/2019-31/12/2020"
"S211","HERIDA DE LA PARED ANTERIOR DEL TORAX","M","2","60","30","01/07/2019-31/12/2020"
"S212","HERIDA DE LA PARED POSTERIOR DEL TORAX","M","2","51","26","01/07/2019-31/12/2020"
"S219","HERIDAS DEL TORAX, PARTE NO ESPECIFICADA","M","2","28","14","01/07/2019-31/12/2020"
